X               Y
48.70113743	44.1935601
	
50.37911829	47.19553678
	
51.80514567	46.00700438
	
49.42657115	45.90763918
	
50.29299036	48.51917337
	
48.39069992	46.23996236
	
53.03340062	49.84029183
	
47.30997325	47.41770009
	
52.88127449	50.34496566
	
48.48930119	47.87871103
	
49.06477075	48.47140999
	
48.64645951	46.36061994
	
48.09419258	48.49888789
	
46.97461306	43.71720554
	
49.6544631	48.2485955
	
54.20652084	45.7494397
	
51.1382138	45.8085187
	
49.897513	48.44640594
	
49.53610766	46.80757783
	
49.08608052	47.13503455
	
50.90430547	52.15845664
	
51.84548591	50.27210001
	
50.81389585	45.99436597
	
53.61465059	47.84569857
	
51.26238776	47.59891044
	
49.40948801	44.22970554
	
50.74419532	45.96904616
	
49.71414433	47.69051142
	
49.1675626	48.20566935
	
52.08130265	49.45641576
	
55.00528703	46.17645886
	
49.82596311	45.09468024
	
50.10102059	46.50645655
	
50.21650653	45.9558277
	
47.50582829	47.60278989
	
49.10073363	46.71745016
	
49.6387046	48.25302125
	
49.88312636	43.9730697
	
47.97235174	43.38202369
	
47.56629356	45.51855376
	
48.18710291	50.1105715
	
48.63135204	47.43277374
	
50.79156316	45.02074659
	
48.20034867	46.25109935
	
50.45734241	44.50928223
	
51.53040197	44.80298082
	
46.88688859	47.01731937
	
51.5172841	44.93136768
	
55.32103166	49.61409653
	
47.87269049	48.50137505
	
50.74943219	45.10253106
	
52.48575989	46.90600419
	
49.45148841	47.00940981
	
47.27582785	47.97894452
	
49.872526	46.58898938
	
49.14659134	48.15280412
	
51.75329338	45.70360775
	
48.82833912	48.82080274
	
50.39258343	46.44464881
	
52.07205037	49.23798848
	
53.2541094	50.11514867
	
52.96613885	43.89942581
	
51.53152608	47.98020392
	
50.87157896	49.72520961
	
50.22272845	47.14669973
	
52.119958	46.44156785
	
48.94540492	48.95654727
	
52.09695355	50.73422063
	
47.71543625	47.39465493
	
46.8181722	45.62867675
	
50.13287194	49.63266268
	
48.01625227	47.10034719
	
53.08418643	48.09130724
	
50.50903832	44.21286209
	
51.41543728	46.50456799
	
51.24175325	47.83550064
	
49.89508201	47.1449102
	
53.02797238	46.39414961
	
50.9023014	44.6323482
	
48.04210015	45.42489726
	
51.59948533	45.71446917
	
50.33869639	47.46222437
	
49.2980362	47.25189329
	
50.71941097	48.94239746
	
49.57380373	45.71293392
	
51.95287867	49.21418636
	
52.00522427	47.87005229
	
48.09205627	48.15871935
	
46.85438761	47.07972762
	
49.31915687	48.74772019
	
48.03205458	45.30137362
	
50.32525981	47.04882228
	
45.73589442	45.82767373
	
50.99168601	48.82474645
	
46.62203028	46.458953
	
50.11099923	47.63284101
	
46.29745244	43.91647759
	
48.4533157	44.11731022
	
51.46516992	47.05585236
	
52.85641891	46.85096077
	
