X                 Y
52.09628753	54.36064917
	
51.3395585	54.67168825
	
53.87072141	53.70521841
	
50.59441043	54.4267944
	
49.66265917	52.35859609
	
51.34568379	52.74676459
	
51.26021023	51.93646831
	
50.01902752	56.24464116
	
51.97392415	54.8632391
	
52.16603129	56.38956881
	
47.80089919	52.40096124
	
47.13212971	51.45491221
	
52.33644345	52.43897787
	
46.16460077	52.17947698
	
52.1933624	54.27743358
	
48.44798449	55.94001902
	
50.43823767	57.74326107
	
52.57242197	52.82352028
	
51.93050958	53.07915602
	
50.51360726	56.79163917
	
53.31864491	53.81384552
	
55.4608046	53.33556644
	
49.06875586	55.39496001
	
51.47959515	51.60915751
	
53.3706825	54.79600032
	
52.78435538	52.17281726
	
50.51644327	51.54362801
	
50.03593131	54.7223215
	
54.10998597	52.43037552
	
53.17412831	53.55627797
	
56.39518065	57.98298271
	
51.37317394	57.29769898
	
51.39914211	54.01504728
	
49.80631196	53.48980998
	
53.29412886	55.26170912
	
49.7832351	54.01653543
	
53.74819242	54.804885
	
48.41172461	54.19732529
	
52.37441716	54.38637795
	
51.97815325	54.13003253
	
52.8463274	52.2650137
	
50.9221129	53.76394097
	
51.14717393	52.72956501
	
52.53043723	54.69411918
	
50.691167	55.18825648
	
53.37641203	51.94979752
	
53.72899758	53.67298206
	
49.32356519	58.62182012
	
49.56390697	55.42139086
	
49.77104937	55.82832179
	
51.59877253	52.44673085
	
50.94136986	51.66483843
	
51.58780117	53.48485488
	
49.97414963	56.66805091
	
51.36108589	52.93397474
	
46.91925868	48.82374641
	
51.50860137	58.12086592
	
48.29143234	52.88130251
	
53.15449065	52.78562274
	
49.89496214	52.85235391
	
53.07413078	55.3746809
	
50.03375876	52.41038977
	
50.1246398	52.94284296
	
49.09350243	51.23591367
	
48.51906093	54.68263024
	
51.69742357	52.69252304
	
52.11816627	56.48014628
	
51.21851226	53.77371974
	
51.64882285	55.21110703
	
49.71326325	53.87557439
	
50.04315017	54.3654109
	
52.91233547	52.16366457
	
49.71678367	54.01315259
	
49.8408579	55.42556565
	
52.97321261	48.78386323
	
49.35487955	54.07501046
	
52.59945356	53.68716356
	
51.02805246	57.38222438
	
51.89054179	50.49906132
	
53.73146677	56.65680819
	
48.74747223	55.04175483
	
51.15820657	57.999206
	
48.61096364	52.2393047
	
47.944069	55.11796106
	
52.08312522	53.20113694
	
49.40085293	51.62656092
	
50.93069936	56.68348604
	
50.10089443	53.46975581
	
52.82062556	52.66111832
	
52.45360766	53.67473602
	
50.41675069	55.06720328
	
50.07120037	56.20928452
	
50.8884847	54.31956228
	
49.27250575	55.72217703
	
49.76101102	54.48364456
	
53.44988365	55.70473126
	
50.20566817	52.69110659
	
48.40117627	54.38708453
	
52.24785972	53.92551748
	
48.55769733	55.13364912
	
76	
